Cod,Departamento,Edificaciones C. Municipal,Edificaciones C. Poblado,Edificaciones Rural Disperso y Resto,Personas C. Municipal,Personas C. Poblado,Personas Rural Disperso y Resto,Total edificaciones,Total personas,Población urbana,Edificaciones urbanas
25377,25,2550,702,216,13247,2910,12220,3468,28377,16157,3252
25386,25,4236,614,60,16157,1856,10866,4910,28879,18013,4850
25394,25,1358,0,55,3638,0,4062,1413,7700,3638,1358
25398,25,341,0,48,887,0,4518,389,5405,887,341
25402,25,1171,76,46,5427,432,7189,1293,13048,5859,1247
25407,25,664,0,50,2782,0,6631,714,9413,2782,664
25426,25,314,0,51,1541,0,4474,365,6015,1541,314
25430,25,16403,825,66,99999,4684,4121,17294,108804,104683,17228
25436,25,267,0,19,804,0,2524,286,3328,804,267
25438,25,1209,176,213,3816,295,3112,1598,7223,4111,1385
25473,25,18363,23,139,126806,405,1630,18525,128841,127211,18386
25483,25,826,0,23,1552,0,544,849,2096,1552,826
25486,25,1295,478,65,6307,2224,3662,1838,12193,8531,1773
25488,25,888,346,228,2694,1066,3154,1462,6914,3760,1234
25489,25,235,126,12,616,362,2079,373,3057,978,361
25491,25,587,112,12,1751,129,3308,711,5188,1880,699
25506,25,300,60,52,1127,195,2782,412,4104,1322,360
25513,25,3471,90,113,12424,184,11012,3674,23620,12608,3561
25518,25,164,149,38,481,367,2993,351,3841,848,313
25524,25,462,0,87,1042,0,3678,549,4720,1042,462
25530,25,755,534,172,3389,1771,2830,1461,7990,5160,1289
25535,25,644,45,40,2756,153,5770,729,8679,2909,689
25572,25,3556,344,433,10967,1073,2604,4333,14644,12040,3900
25580,25,204,45,119,507,83,1923,368,2513,590,249
25592,25,137,268,12,378,796,3273,417,4447,1174,405
25594,25,380,166,63,1241,1035,2652,609,4928,2276,546
25596,25,247,254,53,631,719,4747,554,6097,1350,501
25599,25,1210,0,131,3505,0,4014,1341,7519,3505,1210
25612,25,2865,682,84,5931,1413,3435,3631,10779,7344,3547
25645,25,266,471,36,832,1436,7934,773,10202,2268,737
25649,25,921,13,32,3190,27,4179,966,7396,3217,934
25653,25,210,121,77,526,366,3151,408,4043,892,331
25658,25,861,0,43,3969,0,5389,904,9358,3969,861
25662,25,964,584,92,2607,1497,3385,1640,7489,4104,1548
25718,25,623,44,24,2417,134,6715,691,9266,2551,667
25736,25,789,555,59,3381,2569,5093,1403,11043,5950,1344
25740,25,4466,926,45,23535,3542,4412,5437,31489,27077,5392
25743,25,2249,266,88,6801,1427,12316,2603,20544,8228,2515
25745,25,1789,122,23,7057,374,4047,1934,11478,7431,1911
25754,25,90694,611,184,639242,1899,3151,91489,644292,641141,91305
25758,25,3014,232,217,17156,1272,6337,3463,24765,18428,3246
25769,25,1619,388,63,7202,1681,5946,2070,14829,8883,2007
25772,25,1385,588,101,7166,2370,5856,2074,15392,9536,1973
25777,25,564,19,22,1629,60,3027,605,4716,1689,583
25779,25,525,0,16,2142,0,3920,541,6062,2142,525
25781,25,436,108,20,1851,449,2953,564,5253,2300,544
25785,25,1175,889,75,6270,4827,9455,2139,20552,11097,2064
25793,25,338,102,43,1240,383,5071,483,6694,1623,440
25797,25,218,410,68,563,1426,6057,696,8046,1989,628
25799,25,1042,367,96,8534,2698,9116,1505,20348,11232,1409
25805,25,161,188,18,529,597,2812,367,3938,1126,349
25807,25,168,0,16,476,0,1958,184,2434,476,168
25815,25,3524,486,84,8523,1043,3870,4094,13436,9566,4010
25817,25,2356,2521,133,15270,18102,5973,5010,39345,33372,4877
25823,25,249,93,47,624,237,2662,389,3523,861,342
25839,25,239,191,116,1021,1018,5156,546,7195,2039,430
25841,25,297,0,37,1022,0,5358,334,6380,1022,297
25843,25,6424,685,105,29678,2475,7543,7214,39696,32153,7109
25845,25,850,40,29,3615,110,3175,919,6900,3725,890
25851,25,763,0,9,2324,0,1693,772,4017,2324,763
25862,25,390,93,37,1102,195,4739,520,6036,1297,483
25867,25,375,13,12,1422,26,2357,400,3805,1448,388
25871,25,200,0,24,583,0,1107,224,1690,583,200
25873,25,846,31,54,6342,122,9342,931,15806,6464,877
25875,25,5075,242,76,17568,743,7323,5393,25634,18311,5317
25878,25,1395,258,104,4220,477,7819,1757,12516,4697,1653
25885,25,863,340,253,2596,879,7398,1456,10873,3475,1203
25898,25,271,265,20,1192,760,2257,556,4209,1952,536
25899,25,17602,2975,85,105411,16889,6638,20662,128938,122300,20577
27001,27,26525,972,502,106640,2859,7921,27999,117420,109499,27497
27006,27,1613,802,1130,6504,2185,3376,3545,12065,8689,2415
27025,27,428,208,2015,2724,920,15162,2651,18806,3644,636
27050,27,570,765,93,2531,2701,260,1428,5492,5232,1335
27073,27,824,190,759,2502,586,5618,1773,8706,3088,1014
27075,27,919,625,40,5440,2689,624,1584,8753,8129,1544
27077,27,853,457,507,3801,1931,3440,1817,9172,5732,1310
27099,27,243,1140,718,1083,4429,5617,2101,11129,5512,1383
27135,27,693,692,61,2594,2338,558,1446,5490,4932,1385
27150,27,410,273,865,1775,1161,9021,1548,11957,2936,683
27160,27,826,74,268,2922,170,906,1168,3998,3092,900
27205,27,2517,631,197,9495,1670,1034,3345,12199,11165,3148
27245,27,564,83,164,2497,1129,3376,811,7002,3626,647
27250,27,297,359,342,1393,1338,2952,998,5683,2731,656
27361,27,6151,314,556,20717,814,5747,7021,27278,21531,6465
27372,27,510,202,324,1586,530,1896,1036,4012,2116,712
27413,27,963,321,197,3264,1526,1004,1481,5794,4790,1284
27425,27,234,457,330,857,1930,4279,1021,7066,2787,691
27430,27,360,1232,397,1643,5837,3267,1989,10747,7480,1592
27450,27,691,25,787,2534,79,6378,1503,8991,2613,716
27491,27,920,323,449,3302,1446,3339,1692,8087,4748,1243
27495,27,240,123,118,995,510,1028,481,2533,1505,363
27580,27,443,502,155,1505,1435,1485,1100,4425,2940,945
27600,27,694,895,152,2190,3854,1230,1741,7274,6044,1589
27615,27,2721,3941,2669,12732,13504,21517,9331,47753,26236,6662
27660,27,412,345,406,1341,941,2357,1163,4639,2282,757
27745,27,222,472,31,590,1605,248,725,2443,2195,694
27787,27,2801,846,514,9840,2940,3161,4161,15941,12780,3647
27800,27,1122,1097,649,4173,3944,3187,2868,11304,8117,2219
27810,27,793,771,139,2857,2640,805,1703,6302,5497,1564
41001,41,82871,3868,1137,293148,11857,7682,87876,312687,305005,86739
41006,41,873,375,535,4564,1908,18075,1783,24547,6472,1248
41013,41,1758,81,45,5606,276,2685,1884,8567,5882,1839
41016,41,3270,437,248,9945,1067,3565,3955,14577,11012,3707
41020,41,3412,456,1519,9936,1221,8831,5387,19988,11157,3868
41026,41,851,87,158,2378,270,1156,1096,3804,2648,938
41078,41,1153,0,68,3452,0,2924,1221,6376,3452,1153
41132,41,6759,625,162,23385,1743,4923,7546,30051,25128,7384
41206,41,825,222,1400,2096,319,4542,2447,6957,2415,1047
41244,41,409,160,61,1350,478,1901,630,3729,1828,569
41298,41,9498,1717,751,36137,6138,22944,11966,65219,42275,11215
41306,41,2854,1246,249,9268,4052,9158,4349,22478,13320,4100
41319,41,1531,524,113,5114,2179,8566,2168,15859,7293,2055
41349,41,1765,0,35,5154,0,1401,1800,6555,5154,1765
41357,41,1064,611,214,2564,1181,5285,1889,9030,3745,1675
41359,41,1501,227,259,6049,924,17565,1987,24538,6973,1728
41378,41,1358,111,199,4761,558,7075,1668,12394,5319,1469
41396,41,6707,834,608,23910,2952,24817,8149,51679,26862,7541
41483,41,695,112,88,2421,499,3142,895,6062,2920,807
41503,41,621,360,87,2355,1431,7324,1068,11110,3786,981
41518,41,901,48,66,2643,139,3615,1015,6397,2782,949
41524,41,3480,1762,357,11678,5008,7379,5599,24065,16686,5242
41530,41,494,0,108,1718,0,8699,602,10417,1718,494
41548,41,1351,83,62,4251,301,7634,1496,12186,4552,1434
41551,41,18013,1978,1353,71100,6661,40948,21344,118709,77761,19991
41615,41,3231,1189,241,11464,4393,5063,4661,20920,15857,4420
41660,41,404,80,92,1811,351,7889,576,10051,2162,484
41668,41,3103,534,335,10801,1852,19650,3972,32303,12653,3637
41676,41,755,95,101,2522,332,7348,951,10202,2854,850
41770,41,1104,665,841,3994,2149,11156,2610,17299,6143,1769
41791,41,1464,788,204,5118,2583,8320,2456,16021,7701,2252
41797,41,1677,525,129,5243,1515,2982,2331,9740,6758,2202
41799,41,1687,500,220,5146,1060,3982,2407,10188,6206,2187
41801,41,1249,0,99,3936,0,3408,1348,7344,3936,1249
41807,41,1914,435,75,7378,2231,11273,2424,20882,9609,2349
41872,41,810,1164,214,2373,3511,1052,2188,6936,5884,1974
41885,41,1994,0,246,6173,0,1166,2240,7339,6173,1994
44001,44,26507,3657,1362,117717,15266,9071,31526,142054,132983,30164
44035,44,3041,419,383,14600,2162,3087,3843,19849,16762,3460
44078,44,2316,788,132,15138,4630,1765,3236,21533,19768,3104
44090,44,1053,3913,358,4319,16076,3225,5324,23620,20395,4966
44098,44,1538,1001,281,5510,3950,2083,2820,11543,9460,2539
44110,44,1444,0,23,6249,0,704,1467,6953,6249,1444
44279,44,8243,1134,146,34697,3954,1863,9523,40514,38651,9377
44378,44,3137,432,527,10902,1804,3160,4096,15866,12706,3569
44420,44,426,81,29,1948,246,757,536,2951,2194,507
44430,44,16208,569,896,93405,3385,10829,17673,107619,96790,16777
44560,44,1802,294,1259,6639,2118,15096,3355,23853,8757,2096
44650,44,7542,3026,321,29559,10586,2686,10889,42831,40145,10568
44847,44,1962,297,3002,5452,1469,31680,5261,38601,6921,2259
44855,44,1992,0,33,9250,0,905,2025,10155,9250,1992
44874,44,4235,0,41,23838,0,1086,4276,24924,23838,4235
47001,47,98598,7190,1554,436601,26474,9808,107342,472883,463075,105788
47030,47,2352,908,76,9355,3430,1315,3336,14100,12785,3260
47053,47,5161,1778,211,22571,9275,2459,7150,34305,31846,6939
47058,47,4182,1373,137,18879,5757,3620,5692,28256,24636,5555
47161,47,1083,742,20,5181,3858,186,1845,9225,9039,1825
47170,47,2957,528,98,12114,2521,3554,3583,18189,14635,3485
47189,47,22599,1028,590,104266,5049,6823,24217,116138,109315,23627
47205,47,1118,1529,9,4017,5513,124,2656,9654,9530,2647
47245,47,8146,3492,492,37525,16194,4977,12130,58696,53719,11638
47258,47,1465,2713,57,6168,10376,724,4235,17268,16544,4178
47268,47,2729,378,67,15474,2777,1079,3174,19330,18251,3107
47288,47,14273,468,252,55287,1782,2470,14993,59539,57069,14741
47318,47,1714,2074,272,8193,9540,7551,4060,25284,17733,3788
47460,47,1541,1327,142,7730,5572,4125,3010,17427,13302,2868
47541,47,509,1199,31,2396,4960,200,1739,7556,7356,1708
47545,47,1201,574,159,5583,2313,3149,1934,11045,7896,1775
47551,47,5638,2537,240,20371,9852,4115,8415,34338,30223,8175
47555,47,9371,1205,204,43076,6976,5995,10780,56047,50052,10576
47570,47,1598,2870,72,8561,17143,560,4540,26264,25704,4468
