Municipio,Material Pared,Material Piso,Tipo Vivienda,No. edificaciones,TPER,THOG,Departamento,COD,No. total edificaciones
530,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,592,2546,829,25,25530,1289
530,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,50,251,98,25,25530,1289
530,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,406,1822,552,25,25530,1289
530,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,26,154,57,25,25530,1289
530,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,1,4,1,25,25530,1289
530,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,7,28,7,25,25530,1289
530,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,5,10,5,25,25530,1289
530,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,3,4,3,25,25530,1289
530,Concreto vaciado,"Cemento, gravilla",Casa,14,71,23,25,25530,1289
530,Material prefabricado,"Cemento, gravilla",Casa,4,6,4,25,25530,1289
530,Material prefabricado,"Tierra, arena, barro",Casa,1,1,1,25,25530,1289
530,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,6,2,25,25530,1289
530,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,1,2,1,25,25530,1289
530,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,2,5,2,25,25530,1289
530,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,5,20,6,25,25530,1289
530,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,12,3,25,25530,1289
530,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,28,132,41,25,25530,1289
530,"Madera burda, tabla, tablon","Cemento, gravilla",Apartamento,1,12,4,25,25530,1289
530,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,1,1,1,25,25530,1289
530,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,6,16,6,25,25530,1289
530,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,4,7,4,25,25530,1289
530,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,6,21,7,25,25530,1289
535,Sin informacion,Sin informacion,Casa,47,0,0,25,25535,689
535,Sin informacion,Sin informacion,Apartamento,1,0,0,25,25535,689
535,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,7,33,11,25,25535,689
535,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,259,1122,363,25,25535,689
535,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,65,390,134,25,25535,689
535,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,228,986,324,25,25535,689
535,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,26,158,54,25,25535,689
535,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,22,61,25,25,25535,689
535,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Apartamento,3,11,4,25,25535,689
535,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,1,7,1,25,25535,689
535,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,20,4,25,25535,689
535,Concreto vaciado,"Cemento, gravilla",Casa,2,9,2,25,25535,689
535,Concreto vaciado,"Madera burda, tabla, tablon, otro vegetal",Apartamento,1,4,1,25,25535,689
535,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,5,2,25,25535,689
535,Material prefabricado,"Cemento, gravilla",Casa,5,20,6,25,25535,689
535,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,8,2,25,25535,689
535,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,12,7,25,25535,689
535,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,3,9,4,25,25535,689
535,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,2,11,3,25,25535,689
535,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,2,7,3,25,25535,689
535,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Apartamento,1,11,4,25,25535,689
535,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,5,16,5,25,25535,689
535,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,1,8,2,25,25535,689
535,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,1,1,1,25,25535,689
572,Sin informacion,Sin informacion,Casa,444,0,0,25,25572,3900
572,Sin informacion,Sin informacion,Apartamento,40,0,0,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,23,88,27,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,8,17,10,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1150,3775,1316,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,134,375,178,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Casa,1,1,1,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,1767,6629,2078,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,117,474,180,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,1,1,1,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,6,28,7,25,25572,3900
572,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Apartamento,3,8,4,25,25572,3900
572,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,34,86,34,25,25572,3900
572,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,11,17,11,25,25572,3900
572,Concreto vaciado,"Cemento, gravilla",Casa,6,13,6,25,25572,3900
572,Material prefabricado,"Marmol, parque, madera pulida y lacada",Casa,1,2,1,25,25572,3900
572,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,5,10,5,25,25572,3900
572,Material prefabricado,"Cemento, gravilla",Casa,9,34,9,25,25572,3900
572,Guadua,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,1,1,25,25572,3900
572,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,1,1,25,25572,3900
572,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,3,10,3,25,25572,3900
572,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,2,1,25,25572,3900
572,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,96,335,103,25,25572,3900
572,"Madera burda, tabla, tablon","Cemento, gravilla",Apartamento,6,35,14,25,25572,3900
572,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,12,33,14,25,25572,3900
572,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Apartamento,1,1,1,25,25572,3900
572,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,13,44,16,25,25572,3900
572,"Cana, esterilla, otros vegetales","Madera burda, tabla, tablon, otro vegetal",Casa,1,11,3,25,25572,3900
572,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,2,5,2,25,25572,3900
572,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,3,4,3,25,25572,3900
580,Sin informacion,Sin informacion,Casa,46,0,0,25,25580,249
580,Sin informacion,Sin informacion,Apartamento,1,0,0,25,25580,249
580,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,1,4,2,25,25580,249
580,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,63,188,81,25,25580,249
580,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,4,9,4,25,25580,249
580,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Apartamento,1,5,2,25,25580,249
580,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,100,316,124,25,25580,249
580,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,1,5,1,25,25580,249
580,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,3,5,3,25,25580,249
580,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,4,2,25,25580,249
580,Material prefabricado,"Cemento, gravilla",Casa,3,6,3,25,25580,249
580,Material prefabricado,"Cemento, gravilla",Apartamento,1,1,1,25,25580,249
580,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,6,11,6,25,25580,249
580,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,15,33,16,25,25580,249
580,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,2,3,2,25,25580,249
592,Sin informacion,Sin informacion,Casa,83,0,0,25,25592,405
592,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,5,29,8,25,25592,405
592,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,202,752,272,25,25592,405
592,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,21,126,49,25,25592,405
592,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,64,186,77,25,25592,405
592,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,2,6,5,25,25592,405
592,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,1,1,1,25,25592,405
592,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,3,7,3,25,25592,405
592,Concreto vaciado,"Cemento, gravilla",Casa,1,2,1,25,25592,405
592,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,6,13,6,25,25592,405
592,Material prefabricado,"Cemento, gravilla",Casa,7,21,8,25,25592,405
592,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,2,1,25,25592,405
592,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,2,7,2,25,25592,405
592,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,1,3,1,25,25592,405
592,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,3,1,25,25592,405
592,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,2,10,3,25,25592,405
592,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,1,4,1,25,25592,405
592,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,1,1,1,25,25592,405
592,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Apartamento,1,1,1,25,25592,405
594,Sin informacion,Sin informacion,Casa,69,0,0,25,25594,546
594,Sin informacion,Sin informacion,Apartamento,6,0,0,25,25594,546
594,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,3,9,3,25,25594,546
594,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,2,12,3,25,25594,546
594,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,163,662,225,25,25594,546
594,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,70,518,174,25,25594,546
594,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,147,568,204,25,25594,546
594,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,39,357,124,25,25594,546
594,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,1,1,1,25,25594,546
594,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Apartamento,1,4,3,25,25594,546
594,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,3,10,5,25,25594,546
594,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,3,12,5,25,25594,546
594,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,3,6,3,25,25594,546
594,Concreto vaciado,"Cemento, gravilla",Casa,4,12,4,25,25594,546
594,Concreto vaciado,"Cemento, gravilla",Apartamento,1,8,3,25,25594,546
594,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,8,24,11,25,25594,546
594,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,2,1,25,25594,546
594,Material prefabricado,"Cemento, gravilla",Casa,5,18,5,25,25594,546
594,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,3,5,3,25,25594,546
594,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,9,35,13,25,25594,546
594,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,2,10,4,25,25594,546
594,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,1,1,1,25,25594,546
594,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,1,1,1,25,25594,546
594,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,1,1,1,25,25594,546
596,Sin informacion,Sin informacion,Casa,101,0,0,25,25596,501
596,Sin informacion,Sin informacion,Apartamento,5,0,0,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,4,14,5,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,2,5,2,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,127,451,186,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,19,85,33,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Casa,1,7,1,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,120,437,161,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,10,24,10,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,12,35,15,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Apartamento,4,10,4,25,25596,501
596,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,3,34,11,25,25596,501
596,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,4,1,25,25596,501
596,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,1,1,25,25596,501
596,Concreto vaciado,"Cemento, gravilla",Casa,3,7,4,25,25596,501
596,Concreto vaciado,"Madera burda, tabla, tablon, otro vegetal",Casa,1,4,1,25,25596,501
596,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,4,15,5,25,25596,501
596,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,1,1,25,25596,501
596,Material prefabricado,"Cemento, gravilla",Casa,6,17,7,25,25596,501
596,Guadua,"Cemento, gravilla",Casa,1,2,1,25,25596,501
596,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,17,32,17,25,25596,501
596,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,4,15,6,25,25596,501
596,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,38,101,41,25,25596,501
596,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,7,31,8,25,25596,501
596,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Casa,3,8,4,25,25596,501
596,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Apartamento,1,1,1,25,25596,501
596,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,1,1,1,25,25596,501
596,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,1,1,1,25,25596,501
596,"Cana, esterilla, otros vegetales","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,2,1,25,25596,501
596,"Cana, esterilla, otros vegetales","Cemento, gravilla",Casa,2,5,2,25,25596,501
599,Sin informacion,Sin informacion,Casa,304,0,0,25,25599,1210
599,Sin informacion,Sin informacion,Apartamento,1,0,0,25,25599,1210
599,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,1,2,1,25,25599,1210
599,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,2,7,2,25,25599,1210
599,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,351,1352,527,25,25599,1210
599,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,33,151,67,25,25599,1210
599,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Casa,1,1,1,25,25599,1210
599,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,405,1603,614,25,25599,1210
599,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,16,56,23,25,25599,1210
599,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,10,20,10,25,25599,1210
599,Concreto vaciado,"Marmol, parque, madera pulida y lacada",Casa,1,3,1,25,25599,1210
599,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,9,28,10,25,25599,1210
599,Concreto vaciado,"Cemento, gravilla",Casa,2,11,2,25,25599,1210
599,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,7,23,7,25,25599,1210
599,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,2,1,25,25599,1210
599,Material prefabricado,"Cemento, gravilla",Casa,10,37,11,25,25599,1210
599,Guadua,"Cemento, gravilla",Casa,1,10,4,25,25599,1210
599,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,6,18,8,25,25599,1210
599,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,33,134,49,25,25599,1210
599,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,4,8,4,25,25599,1210
599,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,1,5,1,25,25599,1210
599,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,2,12,4,25,25599,1210
599,"Cana, esterilla, otros vegetales","Cemento, gravilla",Casa,1,4,1,25,25599,1210
599,"Cana, esterilla, otros vegetales","Tierra, arena, barro",Casa,2,3,2,25,25599,1210
599,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,4,11,4,25,25599,1210
599,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,2,4,2,25,25599,1210
612,Sin informacion,Sin informacion,Casa,1516,0,0,25,25612,3547
612,Sin informacion,Sin informacion,Apartamento,593,0,0,25,25612,3547
612,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,17,66,33,25,25612,3547
612,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,6,17,8,25,25612,3547
612,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,559,2872,1231,25,25612,3547
612,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,184,873,405,25,25612,3547
612,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,424,2134,945,25,25612,3547
612,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,45,254,93,25,25612,3547
612,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,1,2,1,25,25612,3547
612,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,5,29,14,25,25612,3547
612,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Apartamento,2,10,5,25,25612,3547
612,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,11,122,51,25,25612,3547
612,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,22,41,22,25,25612,3547
612,Concreto vaciado,"Cemento, gravilla",Casa,2,3,2,25,25612,3547
612,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,11,34,15,25,25612,3547
612,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,1,1,25,25612,3547
612,Material prefabricado,"Cemento, gravilla",Casa,13,83,34,25,25612,3547
612,Material prefabricado,"Cemento, gravilla",Apartamento,6,228,79,25,25612,3547
612,Material prefabricado,"Tierra, arena, barro",Casa,1,5,3,25,25612,3547
612,Guadua,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,6,52,21,25,25612,3547
612,Guadua,"Cemento, gravilla",Casa,16,75,32,25,25612,3547
612,Guadua,"Tierra, arena, barro",Casa,7,24,13,25,25612,3547
612,"Tapia pisada, bahareque, adobe","Marmol, parque, madera pulida y lacada",Casa,1,2,1,25,25612,3547
612,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,4,60,24,25,25612,3547
612,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,1,1,25,25612,3547
612,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,19,93,43,25,25612,3547
612,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,3,8,4,25,25612,3547
612,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,6,18,10,25,25612,3547
612,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Apartamento,1,1,1,25,25612,3547
612,"Madera burda, tabla, tablon","Marmol, parque, madera pulida y lacada",Casa,1,1,1,25,25612,3547
612,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,20,6,25,25612,3547
612,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,1,3,1,25,25612,3547
612,"Madera burda, tabla, tablon","Cemento, gravilla",Apartamento,1,2,2,25,25612,3547
612,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,2,3,2,25,25612,3547
612,"Cana, esterilla, otros vegetales","Cemento, gravilla",Casa,34,115,41,25,25612,3547
612,"Cana, esterilla, otros vegetales","Cemento, gravilla",Apartamento,6,18,8,25,25612,3547
612,"Cana, esterilla, otros vegetales","Madera burda, tabla, tablon, otro vegetal",Casa,1,6,2,25,25612,3547
612,"Cana, esterilla, otros vegetales","Tierra, arena, barro",Casa,10,49,16,25,25612,3547
612,"Cana, esterilla, otros vegetales","Tierra, arena, barro",Apartamento,1,8,3,25,25612,3547
612,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,1,1,1,25,25612,3547
612,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,4,10,5,25,25612,3547
645,Sin informacion,Sin informacion,Casa,145,0,0,25,25645,737
645,Sin informacion,Sin informacion,Apartamento,1,0,0,25,25645,737
645,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,11,49,18,25,25645,737
645,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,2,6,4,25,25645,737
645,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,424,1672,628,25,25645,737
645,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,30,120,44,25,25645,737
645,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,89,306,120,25,25645,737
645,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,8,44,15,25,25645,737
645,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,2,6,2,25,25645,737
645,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,1,4,1,25,25645,737
645,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,6,2,25,25645,737
645,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,1,1,25,25645,737
645,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,8,27,9,25,25645,737
645,Material prefabricado,"Cemento, gravilla",Casa,3,5,3,25,25645,737
645,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,3,10,5,25,25645,737
645,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,3,2,25,25645,737
645,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,1,3,1,25,25645,737
645,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Casa,1,1,1,25,25645,737
645,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,1,2,1,25,25645,737
645,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,1,1,1,25,25645,737
645,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,2,2,2,25,25645,737
649,Sin informacion,Sin informacion,Casa,86,0,0,25,25649,934
649,Sin informacion,Sin informacion,Apartamento,8,0,0,25,25649,934
649,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,3,22,10,25,25649,934
649,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,296,949,372,25,25649,934
649,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,120,694,250,25,25649,934
649,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,165,562,204,25,25649,934
649,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,36,181,66,25,25649,934
649,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,7,21,7,25,25649,934
649,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Apartamento,2,8,3,25,25649,934
649,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,1,3,1,25,25649,934
649,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,6,2,25,25649,934
649,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,2,3,2,25,25649,934
649,Concreto vaciado,"Cemento, gravilla",Casa,2,5,2,25,25649,934
649,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,41,152,48,25,25649,934
649,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,2,3,2,25,25649,934
