Cod,Departamento,Edificaciones C. Municipal,Edificaciones C. Poblado,Edificaciones Rural Disperso y Resto,Personas C. Municipal,Personas C. Poblado,Personas Rural Disperso y Resto,Total edificaciones,Total personas
70523,70.0,772.0,413.0,49.0,4422.0,3652.0,2585.0,1234.0,10659.0
70670,70.0,5531.0,1559.0,180.0,23313.0,6098.0,3764.0,7270.0,33175.0
70678,70.0,1629.0,3651.0,547.0,5884.0,13493.0,6091.0,5827.0,25468.0
70702,70.0,1376.0,983.0,40.0,6881.0,4789.0,1762.0,2399.0,13432.0
70708,70.0,7766.0,3279.0,387.0,31190.0,13636.0,7507.0,11432.0,52333.0
70713,70.0,4417.0,6130.0,381.0,18985.0,23726.0,5197.0,10928.0,47908.0
70717,70.0,3379.0,763.0,22.0,12181.0,3231.0,2588.0,4164.0,18000.0
70742,70.0,5679.0,1274.0,58.0,22480.0,5072.0,2624.0,7011.0,30176.0
70771,70.0,1749.0,1548.0,425.0,5967.0,6540.0,11434.0,3722.0,23941.0
70820,70.0,6745.0,834.0,153.0,25948.0,3762.0,2138.0,7732.0,31848.0
70823,70.0,1288.0,2203.0,145.0,6447.0,10520.0,3052.0,3636.0,20019.0
73001,73.0,100403.0,1979.0,1763.0,462225.0,7169.0,24009.0,104145.0,493403.0
73024,73.0,657.0,284.0,90.0,1693.0,659.0,1718.0,1031.0,4070.0
73026,73.0,784.0,177.0,71.0,3090.0,735.0,2876.0,1032.0,6701.0
73030,73.0,1483.0,171.0,119.0,5208.0,164.0,1137.0,1773.0,6509.0
73043,73.0,472.0,95.0,107.0,1277.0,304.0,6007.0,674.0,7588.0
73055,73.0,2992.0,354.0,86.0,7973.0,884.0,2394.0,3432.0,11251.0
73067,73.0,1515.0,661.0,240.0,4706.0,1912.0,11482.0,2416.0,18100.0
73124,73.0,1985.0,259.0,73.0,9271.0,1123.0,6794.0,2317.0,17188.0
73148,73.0,2860.0,0.0,154.0,7515.0,0.0,2074.0,3014.0,9589.0
73152,73.0,558.0,78.0,34.0,1582.0,204.0,3705.0,670.0,5491.0
73168,73.0,7995.0,258.0,551.0,27245.0,820.0,15031.0,8804.0,43096.0
73200,73.0,511.0,654.0,212.0,1470.0,2357.0,3620.0,1377.0,7447.0
73217,73.0,1291.0,734.0,581.0,3532.0,1825.0,12907.0,2606.0,18264.0
73226,73.0,751.0,497.0,121.0,2082.0,1523.0,4135.0,1369.0,7740.0
73236,73.0,659.0,90.0,103.0,3042.0,413.0,3805.0,852.0,7260.0
73268,73.0,14249.0,1441.0,151.0,49154.0,6741.0,11168.0,15841.0,67063.0
73270,73.0,404.0,91.0,48.0,1584.0,490.0,4537.0,543.0,6611.0
73275,73.0,12310.0,410.0,64.0,23937.0,993.0,2355.0,12784.0,27285.0
73283,73.0,2931.0,286.0,79.0,15295.0,1274.0,12194.0,3296.0,28763.0
73319,73.0,5132.0,437.0,302.0,16163.0,2279.0,11820.0,5871.0,30262.0
73347,73.0,668.0,427.0,33.0,1906.0,1167.0,3288.0,1128.0,6361.0
73349,73.0,7580.0,47.0,80.0,21964.0,129.0,521.0,7707.0,22614.0
73352,73.0,923.0,148.0,171.0,3307.0,592.0,6056.0,1242.0,9955.0
73408,73.0,4320.0,759.0,79.0,13336.0,1736.0,1876.0,5158.0,16948.0
73411,73.0,6763.0,515.0,152.0,21756.0,1340.0,9589.0,7430.0,32685.0
73443,73.0,8290.0,225.0,171.0,27071.0,658.0,6366.0,8686.0,34095.0
73449,73.0,7114.0,404.0,210.0,27661.0,1023.0,5012.0,7728.0,33696.0
73461,73.0,521.0,39.0,61.0,1555.0,82.0,1699.0,621.0,3336.0
73483,73.0,2251.0,118.0,195.0,7788.0,906.0,5523.0,2564.0,14217.0
73504,73.0,1763.0,511.0,490.0,6828.0,2138.0,19449.0,2764.0,28415.0
73520,73.0,853.0,126.0,28.0,2923.0,403.0,5856.0,1007.0,9182.0
73547,73.0,769.0,436.0,189.0,1901.0,1249.0,2285.0,1394.0,5435.0
73555,73.0,1924.0,719.0,426.0,6490.0,2519.0,12302.0,3069.0,21311.0
73563,73.0,1241.0,97.0,237.0,3725.0,211.0,3949.0,1575.0,7885.0
73585,73.0,4248.0,637.0,514.0,12579.0,2091.0,7729.0,5399.0,22399.0
73616,73.0,950.0,835.0,473.0,3643.0,2813.0,12589.0,2258.0,19045.0
73622,73.0,384.0,99.0,70.0,1811.0,319.0,2963.0,553.0,5093.0
73624,73.0,3172.0,282.0,241.0,10041.0,720.0,9428.0,3695.0,20189.0
73671,73.0,2305.0,179.0,65.0,8320.0,1086.0,4126.0,2549.0,13532.0
73675,73.0,1406.0,276.0,89.0,4257.0,714.0,6375.0,1771.0,11346.0
73678,73.0,1270.0,802.0,217.0,3618.0,2639.0,5873.0,2289.0,12130.0
73686,73.0,590.0,144.0,49.0,1836.0,438.0,2743.0,783.0,5017.0
73770,73.0,82.0,21.0,29.0,1487.0,362.0,1594.0,132.0,3443.0
73854,73.0,717.0,0.0,126.0,2046.0,0.0,2455.0,843.0,4501.0
73861,73.0,2483.0,163.0,89.0,8491.0,448.0,3138.0,2735.0,12077.0
73870,73.0,1120.0,0.0,84.0,3004.0,0.0,5504.0,1204.0,8508.0
73873,73.0,710.0,102.0,251.0,1876.0,217.0,2901.0,1063.0,4994.0
76001,76.0,316292.0,8305.0,760.0,1769335.0,32443.0,8578.0,325357.0,1810356.0
76020,76.0,2566.0,49.0,41.0,9540.0,123.0,2499.0,2656.0,12162.0
76036,76.0,4475.0,527.0,79.0,14398.0,1403.0,2308.0,5081.0,18109.0
76041,76.0,1975.0,508.0,105.0,9923.0,2058.0,3588.0,2588.0,15569.0
76054,76.0,679.0,99.0,105.0,2597.0,257.0,2072.0,883.0,4926.0
76100,76.0,1390.0,1796.0,220.0,3755.0,4694.0,4202.0,3406.0,12651.0
76109,76.0,53775.0,6097.0,3293.0,213189.0,22438.0,18762.0,63165.0,254389.0
76111,76.0,25771.0,2951.0,238.0,99309.0,10175.0,4518.0,28960.0,114002.0
76113,76.0,3234.0,1686.0,188.0,11484.0,4990.0,5510.0,5108.0,21984.0
76122,76.0,5394.0,311.0,53.0,21478.0,1009.0,3570.0,5758.0,26057.0
76126,76.0,3038.0,71.0,328.0,10794.0,199.0,5007.0,3437.0,16000.0
76130,76.0,4874.0,13659.0,196.0,22117.0,56308.0,6171.0,18729.0,84596.0
76147,76.0,30119.0,132.0,105.0,114538.0,450.0,2374.0,30356.0,117362.0
76233,76.0,2768.0,4481.0,1587.0,9989.0,11229.0,18278.0,8836.0,39496.0
76243,76.0,576.0,447.0,88.0,2148.0,1327.0,3895.0,1111.0,7370.0
76246,76.0,735.0,161.0,46.0,2586.0,545.0,2984.0,942.0,6115.0
76248,76.0,8604.0,3790.0,311.0,34578.0,14962.0,4349.0,12705.0,53889.0
76250,76.0,1575.0,194.0,116.0,5159.0,518.0,2351.0,1885.0,8028.0
76275,76.0,8611.0,2630.0,577.0,37781.0,10602.0,5488.0,11818.0,53871.0
76306,76.0,2333.0,1628.0,75.0,8512.0,6376.0,4053.0,4036.0,18941.0
76318,76.0,4358.0,1737.0,46.0,18529.0,8225.0,3315.0,6141.0,30069.0
76364,76.0,24131.0,3971.0,589.0,101216.0,13238.0,12514.0,28691.0,126968.0
76377,76.0,912.0,1524.0,155.0,2758.0,2926.0,7144.0,2591.0,12828.0
76400,76.0,6646.0,715.0,82.0,24420.0,2544.0,2400.0,7443.0,29364.0
76403,76.0,2623.0,851.0,52.0,8037.0,1993.0,1005.0,3526.0,11035.0
76497,76.0,2422.0,408.0,48.0,8067.0,1038.0,1857.0,2878.0,10962.0
76520,76.0,62773.0,14423.0,641.0,233682.0,55613.0,9684.0,77837.0,298979.0
76563,76.0,9148.0,567.0,159.0,38342.0,2371.0,2655.0,9874.0,43368.0
76606,76.0,2104.0,131.0,84.0,8621.0,390.0,3706.0,2319.0,12717.0
76616,76.0,1428.0,1261.0,67.0,6332.0,3719.0,3962.0,2756.0,14013.0
76622,76.0,6522.0,1351.0,95.0,23568.0,4189.0,3611.0,7968.0,31368.0
76670,76.0,1793.0,1312.0,196.0,6939.0,5882.0,2602.0,3301.0,15423.0
76736,76.0,7162.0,388.0,110.0,28044.0,1417.0,6804.0,7660.0,36265.0
76823,76.0,2545.0,712.0,82.0,8328.0,2032.0,1702.0,3339.0,12062.0
76828,76.0,1932.0,885.0,161.0,7832.0,3237.0,5207.0,2978.0,16276.0
76834,76.0,35540.0,6066.0,457.0,154742.0,21258.0,9564.0,42063.0,185564.0
76845,76.0,672.0,260.0,17.0,2195.0,767.0,1805.0,949.0,4767.0
76863,76.0,1153.0,389.0,45.0,3271.0,1045.0,1916.0,1587.0,6232.0
76869,76.0,2181.0,211.0,80.0,7558.0,465.0,2718.0,2472.0,10741.0
76890,76.0,2347.0,810.0,142.0,8258.0,2963.0,4092.0,3299.0,15313.0
76892,76.0,19682.0,1592.0,532.0,84464.0,3766.0,6508.0,21806.0,94738.0
76895,76.0,7867.0,2089.0,95.0,29741.0,7762.0,1749.0,10051.0,39252.0
81001,81.0,18149.0,137.0,739.0,64834.0,1105.0,7917.0,19025.0,73856.0
81065,81.0,3567.0,3643.0,1245.0,13057.0,13427.0,17519.0,8455.0,44003.0
81220,81.0,857.0,0.0,157.0,2662.0,0.0,972.0,1014.0,3634.0
81300,81.0,2968.0,572.0,576.0,9175.0,1660.0,6079.0,4116.0,16914.0
81591,81.0,960.0,10.0,192.0,2910.0,38.0,1142.0,1162.0,4090.0
81736,81.0,12843.0,681.0,230.0,39545.0,2682.0,8589.0,13754.0,50816.0
81794,81.0,6916.0,756.0,1249.0,25329.0,2795.0,10606.0,8921.0,38730.0
85001,85.0,34897.0,2121.0,756.0,132176.0,6809.0,15086.0,37774.0,154071.0
85010,85.0,5092.0,708.0,532.0,24362.0,2380.0,6537.0,6332.0,33279.0
85015,85.0,479.0,0.0,101.0,1212.0,0.0,744.0,580.0,1956.0
85125,85.0,1701.0,201.0,727.0,4928.0,565.0,5164.0,2629.0,10657.0
85136,85.0,167.0,0.0,18.0,550.0,0.0,622.0,185.0,1172.0
85139,85.0,2952.0,198.0,226.0,9639.0,423.0,2729.0,3376.0,12791.0
85162,85.0,3469.0,420.0,241.0,10873.0,1106.0,2805.0,4130.0,14784.0
85225,85.0,618.0,122.0,366.0,1776.0,474.0,6120.0,1106.0,8370.0
85230,85.0,1785.0,103.0,226.0,5132.0,224.0,1154.0,2114.0,6510.0
85250,85.0,6946.0,420.0,855.0,23839.0,1381.0,8623.0,8221.0,33843.0
85263,85.0,1897.0,11.0,202.0,6573.0,24.0,4067.0,2110.0,10664.0
85279,85.0,92.0,47.0,49.0,262.0,122.0,841.0,188.0,1225.0
85300,85.0,576.0,194.0,75.0,1602.0,440.0,958.0,845.0,3000.0
85315,85.0,368.0,0.0,42.0,852.0,0.0,566.0,410.0,1418.0
85325,85.0,834.0,60.0,281.0,2758.0,223.0,4436.0,1175.0,7417.0
85400,85.0,481.0,61.0,135.0,1492.0,196.0,4369.0,677.0,6057.0
85410,85.0,3727.0,227.0,376.0,14062.0,1261.0,5891.0,4330.0,21214.0
85430,85.0,1578.0,198.0,266.0,6707.0,536.0,4279.0,2042.0,11522.0
85440,85.0,6449.0,546.0,546.0,24781.0,1388.0,5470.0,7541.0,31639.0
86001,86.0,9144.0,690.0,685.0,34887.0,2834.0,9335.0,10519.0,47056.0
86219,86.0,977.0,289.0,32.0,3268.0,1175.0,733.0,1298.0,5176.0
86320,86.0,6237.0,785.0,461.0,17711.0,2648.0,12058.0,7483.0,32417.0
86568,86.0,11021.0,779.0,1796.0,34762.0,2680.0,18291.0,13596.0,55733.0
86569,86.0,1304.0,413.0,463.0,4569.0,1230.0,5232.0,2180.0,11031.0
86571,86.0,1307.0,778.0,1828.0,4330.0,3070.0,9150.0,3913.0,16550.0
86573,86.0,2768.0,248.0,1471.0,9827.0,782.0,7611.0,4487.0,18220.0
86749,86.0,2570.0,134.0,130.0,9865.0,577.0,3598.0,2834.0,14040.0
86755,86.0,1158.0,87.0,162.0,3302.0,374.0,1875.0,1407.0,5551.0
86757,86.0,1266.0,692.0,149.0,4530.0,2302.0,7004.0,2107.0,13836.0
86760,86.0,915.0,55.0,98.0,3411.0,192.0,2853.0,1068.0,6456.0
86865,86.0,3798.0,1163.0,378.0,13421.0,3684.0,9979.0,5339.0,27084.0
86885,86.0,3591.0,568.0,783.0,12779.0,1820.0,6751.0,4942.0,21350.0
88001,88.0,7007.0,3277.0,148.0,29754.0,12281.0,1034.0,10432.0,43069.0
88564,88.0,647.0,780.0,30.0,2074.0,2295.0,143.0,1457.0,4512.0
91001,91.0,6311.0,1435.0,263.0,30660.0,8673.0,1551.0,8009.0,40884.0
91263,91.0,0.0,89.0,136.0,0.0,989.0,630.0,225.0,1619.0
91405,91.0,0.0,164.0,268.0,0.0,579.0,1115.0,432.0,1694.0
91407,91.0,0.0,216.0,358.0,0.0,612.0,2246.0,574.0,2858.0
91430,91.0,0.0,0.0,25.0,0.0,0.0,112.0,25.0,112.0
91460,91.0,0.0,4.0,106.0,0.0,8.0,582.0,110.0,590.0
91530,91.0,0.0,66.0,39.0,0.0,294.0,387.0,105.0,681.0
91536,91.0,0.0,58.0,73.0,0.0,383.0,379.0,131.0,762.0
91540,91.0,412.0,434.0,281.0,2356.0,3338.0,1750.0,1127.0,7444.0
91669,91.0,0.0,39.0,140.0,0.0,236.0,958.0,179.0,1194.0
91798,91.0,0.0,104.0,267.0,0.0,276.0,2472.0,371.0,2748.0
94001,94.0,4187.0,398.0,605.0,17852.0,2130.0,3107.0,5190.0,23089.0
94343,94.0,0.0,111.0,573.0,0.0,852.0,3516.0,684.0,4368.0
94663,94.0,0.0,0.0,122.0,0.0,0.0,728.0,122.0,728.0
94883,94.0,0.0,31.0,113.0,0.0,109.0,907.0,144.0,1016.0
94884,94.0,0.0,4.0,73.0,0.0,6.0,327.0,77.0,333.0
94885,94.0,0.0,14.0,21.0,0.0,66.0,91.0,35.0,157.0
94886,94.0,0.0,92.0,46.0,0.0,368.0,236.0,138.0,604.0
94887,94.0,0.0,19.0,47.0,0.0,130.0,301.0,66.0,431.0
94888,94.0,0.0,25.0,38.0,0.0,112.0,172.0,63.0,284.0
95001,95.0,10621.0,847.0,2105.0,33084.0,2405.0,8729.0,13573.0,44218.0
95015,95.0,1322.0,15.0,338.0,3953.0,43.0,3774.0,1675.0,7770.0
95025,95.0,1080.0,485.0,1197.0,3017.0,1271.0,5709.0,2762.0,9997.0
95200,95.0,515.0,266.0,627.0,1378.0,554.0,2014.0,1408.0,3946.0
97001,97.0,1877.0,136.0,1110.0,7553.0,805.0,11970.0,3123.0,20328.0
97161,97.0,174.0,0.0,140.0,805.0,0.0,1223.0,314.0,2028.0
97511,97.0,0.0,37.0,193.0,0.0,136.0,1146.0,230.0,1282.0
97666,97.0,109.0,0.0,131.0,500.0,0.0,883.0,240.0,1383.0
97777,97.0,0.0,20.0,78.0,0.0,68.0,352.0,98.0,420.0
97889,97.0,0.0,7.0,78.0,0.0,12.0,377.0,85.0,389.0
99001,99.0,3856.0,400.0,333.0,12792.0,921.0,2329.0,4589.0,16042.0
99524,99.0,1721.0,148.0,472.0,5148.0,420.0,3253.0,2341.0,8821.0
99624,99.0,647.0,61.0,290.0,2282.0,82.0,1226.0,998.0,3590.0
99773,99.0,1005.0,117.0,2184.0,2646.0,678.0,19551.0,3306.0,22875.0
